id,rated,variant,speed,perf,created_at_ms,last_move_at_ms,status,winner,moves,turns,opening_name,opening_eco,white_name,white_id,white_rating,black_name,black_id,black_rating,created_at,last_move_at
hlcgjYEm,True,standard,blitz,blitz,1764490963490,1764491196352,resign,white,d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 e3 Nbd7 Bd3 Bd6 e4 dxe4 Nxe4 Nxe4 Bxe4 Nf6 Bc2 O-O O-O b6 Qd3 Bb7 Bg5 g6 Rad1 Be7 Bh6 Re8 Qe3 Ng4 Qf4 Nxh6 Qxh6 Bf8 Qe3 Bg7 b4 Qe7 c5 Ba6 Rfe1 Bc4 Bb3 Bd5 Bxd5 cxd5 c6 Qxb4 Ne5 Bxe5 Qxe5 Rec8 Rc1 Qe7 Rc3 Rc7 g3 Rac8 Rec1 b5 Qe2 Rxc6 Rxc6 Rxc6 Rxc6,,Semi-Slav Defense: Chigorin Defense,D46,spellbind,spellbind,1996,bakum82,bakum82,1984,2025-11-30 08:22:43.490,2025-11-30 08:26:36.352
O8edpIlW,True,standard,blitz,blitz,1764490638946,1764490956078,outoftime,black,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 Be7 e3 Nbd7 Bd3 c6 Qc2 h6 Bh4 b6 Nf3 Bb7 O-O O-O Rab1 c5 dxc5 Nxc5 Be2 Rc8 Rfd1 Nce4 Qb3 Nxc3 bxc3 Ne4 Bxe7 Qxe7 Rbc1 Qc5 Ne5 Rfd8 Bh5 g6 Bf3 Nxc3 Re1 b5 Nd3 Qc4 Nb4 Qxb3 axb3 a5 Nc2 b4 Nd4 Ne4 Rcd1 f5 h4 Kf7 g3 Rc3 Rb1 Kf6 Nb5 Rc5 Nd4 Nd2 Rb2 Nxf3+ Nxf3 Rdc8 Nd4 Rc1 Kf1 Rxe1+ Kxe1 Rc1+ Kd2 Rf1 Ke2 Ba6+,,"Queen's Gambit Declined: Exchange Variation, Positional Variation",D35,spellbind,spellbind,2002,Iskandar88,iskandar88,2000,2025-11-30 08:17:18.946,2025-11-30 08:22:36.078
CEOUHkHs,True,standard,blitz,blitz,1764162420281,1764162760907,outoftime,white,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Nxd7 O-O Ngf6 Re1 g6 c3 Bg7 d4 cxd4 cxd4 O-O Nc3 Rc8 a3 a6 Bg5 h6 Bh4 b5 Rc1 Nb6 b3 Nfd7 e5 dxe5 Nxe5 Nxe5 dxe5 Qxd1 Rexd1 e6 Be7 Rfe8 Bd6 Nd7 Ne4 Nxe5 Rxc8 Rxc8 Bxe5 Bxe5 h3 Rc6 f3 h5 a4 bxa4 bxa4 Kg7 Rd2 Bf4 Ra2 h4 Kf2 g5 a5 Kg6 Ke2 f5 Nf2 Kf6 Nd3 Bg3 Nb4 Rd6 Rc2 Bf4 Nd3 Bg3 Nc5 Kg6 Nd3 Rd5 Ra2 Bd6 Nb2 Rb5 Nc4 Bc7 Kd3 Kf6 Ra4 e5 Ne3 Ke6 Nc4 Kd5 Ne3+ Kc5 Nxf5 Bxa5 Ng7 Rb3+ Ke2 Kb5 Ra2 Bc3 Ne6 a5 Kd3 Be1+ Kc2 a4 Rxa4,,"Sicilian Defense: Moscow Variation, Main Line",B52,salazar7161,salazar7161,1984,spellbind,spellbind,2008,2025-11-26 13:07:00.281,2025-11-26 13:12:40.907
ze7fb9Iy,True,standard,bullet,bullet,1764157557004,1764157700487,outoftime,black,c4 c6 d4 d5 g3 Nf6 Bg2 e6 Nf3 Nbd7 Nc3 b6 e3 Bb7 O-O Be7 b3 Kf8 Bb2 h5 h4 Rc8 Re1 Qc7 Ng5 g6 e4 dxe4 Ncxe4 c5 Qd2 Kg7 Rad1 Rhd8 Qe2 Kg8 Nxf6+ Nxf6 Bxb7 Qxb7 Qf3 Qxf3 Nxf3 Ng4 Nh2 Nh6 Nf3 cxd4 Rxd4 Ng4 Red1 Rxd4 Rxd4 Bc5 Rd2 Bb4 Re2 Bc5 a3 a5 Ne5 Nxe5 Bxe5 Rd8 Bf6 Rd1+ Kg2 Bxa3 Be5 Bc5 Bf4 Kh7 Be3 g5 Bxc5 bxc5 Re3 Kg6 Rf3 gxh4 gxh4 Rd2 Rg3+ Kh7 Rg5 f5 Kf3 Kh6 Kf4 e5+ Kxe5 Re2+,,Slav Defense,D10,Swhirl,swhirl,2073,spellbind,spellbind,2099,2025-11-26 11:45:57.004,2025-11-26 11:48:20.487
ICqGFiWU,True,standard,blitz,blitz,1764093611717,1764093960108,outoftime,white,d4 d5 c4 c6 Nf3 Nf6 Nc3 Bg4 Ne5 Bh5 cxd5 cxd5 Qb3 e6 Qxb7 Nbd7 Bg5 Be7 Nc6 Qc8 Qb5 a6 Qa4 h6 Nxe7 Kxe7 Bf4 g5 Bg3 Re8 Qa3+ Kd8 e3 Nb6 Bd3 Nfd7 O-O f5 Rac1 Qb7 Rfe1 Rg8 Qd6 Bf7 Rc2 Nc8 Qa3 Ne7 Bd6 Nc6 Rec1 Ke8 Nxd5 Nd8 Nc7+ Qxc7 Rxc7 Rg7 Rxd7 Kxd7 Rc7+ Ke8 Bb5+ axb5 Qxa8 Rg6 Re7+ Kf8 Qxd8+ Kg7 Qc7 Rf6 Be5 f4 Bxf6+ Kxf6 Rxf7+,,Slav Defense: Three Knights Variation,D15,spellbind,spellbind,2003,bergamechess,bergamechess,1965,2025-11-25 18:00:11.717,2025-11-25 18:06:00.108
hemWBz04,True,standard,blitz,blitz,1764093583418,1764093596694,resign,white,e4 c5 Nf3 d6 c3 Nf6 e5 dxe5 Nxe5 Nc6 Nxc6 Bd7 Nxd8,,"Sicilian Defense: Delayed Alapin Variation, with d6",B50,Itakan,itakan,2013,spellbind,spellbind,2009,2025-11-25 17:59:43.418,2025-11-25 17:59:56.694
BeFgHQfr,True,standard,blitz,blitz,1764093207274,1764093566734,mate,black,d4 Nf6 c4 e6 g3 c5 Nf3 g6 Bg2 Bg7 O-O O-O Nc3 d6 Re1 Qe7 Bg5 Nbd7 Qd2 Rb8 Rad1 Nb6 b3 e5 dxe5 dxe5 Qd6 Qxd6 Rxd6 Ne8 Rd8 f6 Bc1 Nc7 Red1 Be6 Rxb8 Rxb8 Ba3 Bf8 Nd2 Kf7 Nde4 Nd7 Nd6+ Bxd6 Rxd6 b6 Nd5 Nxd5 Bxd5 Nf8 Rc6 Bxd5 cxd5 Rd8 Rc7+ Rd7 Rxd7+ Nxd7 e4 Ke7 f4 Kd6 Kf2 b5 Ke3 a6 Kd3 h5 h3 g5 fxg5 fxg5 Bc1 g4 hxg4 hxg4 Bg5 Nb6 Bf6 c4+ bxc4 Nxc4 a4 Nb2+ Kc3 Nxa4+ Kb4 Nc5 Ka5 Nxe4 Kxa6 b4 Kb6 b3 Bd8 b2 Bc7+ Kd7 Bxe5 b1=Q+ Ka5 Nd6 Bf4 Qb5#,,Catalan Opening,E00,spellbind,spellbind,2015,gifoni,gifoni,2031,2025-11-25 17:53:27.274,2025-11-25 17:59:26.734
XuNyJC7C,True,standard,bullet,bullet,1764079403086,1764079492459,resign,white,c4 c5 Nc3 g6 b3 Bg7 Bb2 Nf6 g3 O-O Bg2 d6 e3 Nc6 Nge2 e6 O-O Bd7 d4 cxd4 exd4 d5 c5 b6 Nf4 Re8 Nd3 Rb8 Ne5 Nxe5 dxe5 Nh5 f4 Bh8 cxb6 axb6 Na4 b5 Nc5 Qe7 b4 Rec8 Bd4 Be8 a3 Ng7 h4 Nf5 Qd2 Nxd4 Qxd4 Bc6 Rac1 Ra8 Rf3 Ra7 Rfc3 Be8 Nd3 Rxc3 Qxc3 Ra8 Qc5 Rd8 Qxe7 Ra8 Rc3 Bg7 Nc5 Bf8 Qc7 Kg7 Bh3 h5 Bxe6,,"English Opening: Symmetrical Variation, Normal Variation",A34,slymnats,slymnats,2110,spellbind,spellbind,2110,2025-11-25 14:03:23.086,2025-11-25 14:04:52.459
GHB1lzt0,True,standard,blitz,blitz,1763989283211,1763989617216,outoftime,black,d4 c6 c4 d5 Nf3 e6 Nc3 Bd6 e3 Nf6 Bd3 a6 O-O O-O b3 b5 Re1 b4 Ne2 a5 Ng3 c5 dxc5 Bxc5 Bb2 Bb7 Rc1 Nbd7 Qc2 Rc8 Red1 dxc4 Bxc4 Bxf3 gxf3 Qb6 Ne4 Nxe4 Qxe4 Rfd8 Kh1 Nf8 Rg1 Ng6 h4 Rd2 h5 Rxb2 hxg6 hxg6 Rc2 Rxc2 Qxc2 Bxe3 fxe3 Qxe3 Qe2 Qh6+ Kg2 Rd8 Rh1 Qg5+ Kf1 Rd2 Rg1 Qf4 Qe4 Qh2 Be2 Rxa2 Rg2 Qh1+ Kf2 Qh6 Qa8+ Kh7 Qb8 Qh4+ Ke3 Qh6+ Ke4 f5+ Ke5 Qe3+ Kd6 Qd4+,,Slav Defense: Modern Line,D11,spellbind,spellbind,2021,chitengi81,chitengi81,2009,2025-11-24 13:01:23.211,2025-11-24 13:06:57.216
JWOVOipY,True,standard,blitz,blitz,1763988919326,1763989272641,outoftime,,d4 d5 Bf4 c5 c3 Nf6 e3 Nc6 Nf3 Qb6 Qb3 c4 Qxb6 axb6 Nbd2 b5 Be2 Bg4 O-O b4 h3 Bh5 Rfe1 e6 Ne5 Bxe2 Rxe2 Nxe5 dxe5 Nd7 Bg3 b5 f4 bxc3 bxc3 b4 cxb4 Bxb4 Nf3 Nc5 Rc2 Kd7 Nd4 Ra3 Bf2 Ne4 Nb5 Ra5 a4 Rb8 Rca2 Bc5 Kf1 h5 Ke2 Raxb5 axb5 Nc3+ Kf3 Nxa2 Rxa2 Rxb5 e4 Rb3+ Ke2 Bxf2 Kxf2 Kc7 Ra7+ Rb7 Ra5 Kc6 f5 d4 Ke2 Rb2+ Kf1 c3 g4 c2 Ra6+ Kc5 Ra5+ Kb4 Ra1 Rb1+ Rxb1+ cxb1=Q+ Kf2 Qxe4 fxe6 fxe6 gxh5 Qe3+ Kg2 d3 h6 Qxh6 h4 Qd2+ Kf3 Qe2+ Kf4 d2 Kg5 d1=Q h5 Qxh5+ Kf4 Qd4+ Kg3 Qg5+ Kh2 Qgd2+ Kh3 Q4e3+ Kg4 Qdd4+ Kh5 Qexe5+ Kg6 Qf6+ Kh7 Qdh4+ Kg8,,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit",D00,balkantiger1,balkantiger1,2020,spellbind,spellbind,2021,2025-11-24 12:55:19.326,2025-11-24 13:01:12.641
RSV7GDg3,True,standard,blitz,blitz,1763988660804,1763988906896,resign,black,d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O c6 Qc2 b6 Re1 Bb7 Nc3 Nbd7 e4 dxe4 Nxe4 Nxe4 Qxe4 Qc7 Bf4 Bd6 Bxd6 Qxd6 Rac1 Rab8 Ng5 Nf6 Qe3 c5 dxc5 bxc5 b3 Bxg2 Kxg2 Qc6+ Qf3 Qa6 Rc2 Rfd8 h4 Qb7 h5 h6 g4 hxg5,,Catalan Opening: Closed,E06,spellbind,spellbind,2027,Asaf_itzhak,asaf_itzhak,2034,2025-11-24 12:51:00.804,2025-11-24 12:55:06.896
ri0Y9pxo,True,standard,blitz,blitz,1763971381567,1763971636815,resign,black,e4 c5 Nf3 d6 c3 Nf6 Bd3 Nc6 O-O g6 Bc2 Bg7 Re1 O-O e5 dxe5 Nxe5 Nxe5 Rxe5 Qd6 d4 cxd4 cxd4 Bg4 Qe1 Qxd4 Rxe7 Rac8 Nc3 Nd5 Rxb7 Rfe8 Qd2 Nxc3 bxc3 Qxc3 Qf4 Qxa1 h3 Re1+ Kh2 Be5,,"Sicilian Defense: Delayed Alapin Variation, with d6",B50,Gerlando69,gerlando69,1981,spellbind,spellbind,2021,2025-11-24 08:03:01.567,2025-11-24 08:07:16.815
GplH3Jzg,True,standard,bullet,bullet,1763971141068,1763971261240,outoftime,black,d4 d5 c4 Bf5 Nc3 Nf6 cxd5 Nxd5 Qb3 Nxc3 bxc3 b6 e3 e6 Nf3 Bd6 Nd2 O-O e4 Bg6 e5 Be7 g3 Qd5 Qxd5 exd5 Bg2 c6 c4 dxc4 Nxc4 b5 Na5 Bb4+ Bd2 Bxd2+ Kxd2 Rc8 Rac1 Na6 Rxc6 Rab8 Rxa6 b4 Nb3 h6 Bd5 Rc2+ Ke3 Kh7 Rc1 Rxc1 Nxc1 Rc8 Rc6 Rb8 Nb3 a5 f4 a4 Nc5 b3 axb3 axb3 Nxb3 Bc2 Nc5 Bg6 Rc7 Rb1 Bxf7 Re1+ Kf2 Bxf7 Rxf7 Rc1 Ne6 Rc7 Rxg7+ Rxg7 Nxg7 Kxg7 d5 Kf7,,Queen's Gambit Declined: Baltic Defense,D06,spellbind,spellbind,2121,abdoalkareem13,abdoalkareem13,2122,2025-11-24 07:59:01.068,2025-11-24 08:01:01.240
J4MtcuDM,True,standard,blitz,blitz,1763674377309,1763674610786,resign,black,d4 Nf6 c4 e6 g3 c5 Nf3 cxd4 Nxd4 Qb6 Nc3 Nc6 Ndb5 Ne5 Be3 Bc5 Bxc5 Qxc5 Nd6+ Ke7 Ndb5 a6 Nd4 Nxc4 Bg2 d5 O-O Rd8 e3 Kf8 Rb1 Qe7 b3 Ne5 Re1 Bd7 Rc1 Rac8 e4 dxe4 Nxe4 Bc6 Nxc6 Rxd1 Nxe7 Rcxc1 Rxd1 Rxd1+ Bf1 Kxe7,,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Geller Variation",A33,spellbind,spellbind,2028,Mazliach,mazliach,1971,2025-11-20 21:32:57.309,2025-11-20 21:36:50.786
UR7zEliO,True,standard,blitz,blitz,1763634843642,1763635220178,outoftime,black,d4 d5 Nf3 c5 c3 Nf6 Bf4 Nc6 e3 Qb6 Qc1 Bf5 Nbd2 e6 Nh4 Bg6 Nxg6 hxg6 Be2 Nh5 Bxh5 gxh5 O-O Ne7 Rb1 Ng6 Nf3 Bd6 Bxd6 Qxd6 Qc2 O-O Qe2 e5 Ng5 h4 Qh5 Rfe8 Qh7+ Kf8 f4 Qf6 dxe5 Nxe5 Qxh4 Ng6 Nh7+ Ke7 Qg4 Qh4 Qg5+ Qxg5 Nxg5 f6 Nf3 Rh8 Rfe1 Rad8 e4 Nxf4 exd5+ Kf7 c4 b5 b3 bxc4 bxc4 Rd7 g3 Nd3 Re3 Nb4 a3 Nc2 Re2 Nxa3 Ra1 Nxc4 Rc2 Nd6 Rxc5 Ne4,,Queen's Pawn Game: Krause Variation,D02,Osmanyanies86,osmanyanies86,2045,spellbind,spellbind,2022,2025-11-20 10:34:03.642,2025-11-20 10:40:20.178
VxK8LP5B,True,standard,blitz,blitz,1763623987434,1763624370139,outoftime,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 h6 Bh4 Qb6 a3 Qc7 Qd2 Nbd7 O-O-O Be7 Bf2 b5 h3 Rb8 e5 dxe5 fxe5 Qxe5 Nc6 Qc7 Nxb8 Qxb8 g4 Qe5 Bg2 Nxg4 h4 Nxf2 Qxf2 O-O Rde1 Qc5 Qg3 Nf6 Rhf1 Bd6 Qf3 Qh5 Qd3 Rd8 Qd4 Be7 Qa7 Qc5 Qxc5 Bxc5 Bf3 Bd7 Rd1 Be7 Rd3 Be8 Rxd8 Bxd8 b4 Bb6 Bb7 a5 Ba6 axb4 axb4 Bd4 Nxb5 Nd5 Nxd4 Nxb4 Bb7 Ba4 Rd1 g6 Rd2 Kg7 Nb3 Bb5 Nc5 Nd5 Ne4 Nf4,,Sicilian Defense: Najdorf Variation,B96,GranPerseo,granperseo,2061,spellbind,spellbind,2015,2025-11-20 07:33:07.434,2025-11-20 07:39:30.139
AeYyoRdk,True,standard,blitz,blitz,1763572743681,1763573120072,mate,white,d3 d5 g3 Nc6 Bg2 Nf6 Nf3 e5 Nbd2 Be6 h3 Qd7 Ng5 O-O-O Nxe6 fxe6 c3 Bc5 a4 a6 b4 Ba7 b5 Na5 O-O e4 Nb3 Nxb3 Qxb3 a5 b6 Bxb6 Rb1 h5 Be3 c5 Qxb6 Qc6 Bxc5 Rd7 Qxa5 Qa6 Qxa6 bxa6 Rb6 g5 Rfb1 Ne8 Rxa6 Rb7 Rxb7 Kxb7 Rxe6 g4 a5 gxh3 Bxh3 Ka8 a6 Nc7 Rc6 Nb5 c4 Nc3 Kf1 dxc4 dxc4 Rg8 Bg2 Rb8 Kg1 Rb1+ Kh2 Rb8 Bd4 Nxe2 Be3 Re8 c5 Nc3 Rh6 Nd5 Rxh5 Nf6 Rh6 Ng4+ Kh3 Nxh6 Bxh6 Rh8 Bxe4+ Ka7 Bb7 Rxh6+ Kg4 Rh8 c6 Kb6 f4 Kc7 f5 Rg8+ Kf4 Kb6 g4 Rh8 g5 Rh4+ Ke5 Rh1 f6 Re1+ Kf5 Rf1+ Kg6 Rf4 f7 Rf2 Kg7 Kc7 g6 Rf4 f8=Q Rxf8 Kxf8 Kb6 g7 Ka7 g8=Q Kb6 Qg1+ Kc7 a7 Kd6 a8=Q Kc7 Qc8+ Kd6 Qd7+ Ke5 Qe3+ Kf6 Qf7#,,Mieses Opening,A00,spellbind,spellbind,2009,valormae,valormae,2042,2025-11-19 17:19:03.681,2025-11-19 17:25:20.072
9y5DmUWA,True,standard,blitz,blitz,1763572416470,1763572735912,mate,white,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 Bg5 h6 Bxf6 Qxf6 e3 Nd7 Bd3 g6 O-O Bg7 e4 dxe4 Nxe4 Qe7 c5 O-O Nd6 b6 b4 bxc5 bxc5 a5 Re1 Ba6 Bxa6 Rxa6 Ne5 Nf6 Qf3 Rc8 Rab1 Ne8 Rb7 Qf6 Rxf7 Qxf3 Rxf3 Nxd6 cxd6 c5 d7 Rd8 dxc5 Bxe5 Rxe5 Rxd7 g3 Rc7 Rc3 Rac6 a4 Kf7 f4 Kf6 Kf2 g5 Kf3 gxf4 gxf4 Rb7 Rh5 Kg6 Kg4 Rb4 Rch3 Kf7 Rxh6 Rxc5 Rh7+ Kf6 R3h6#,,Semi-Slav Defense,D43,Koshi61,koshi61,1928,spellbind,spellbind,2016,2025-11-19 17:13:36.470,2025-11-19 17:18:55.912
kAyi0Dra,True,standard,blitz,blitz,1763557004993,1763557280419,mate,black,d4 Nf6 c4 e6 g3 Be7 Bg2 O-O Nf3 d6 O-O Nbd7 Qc2 e5 Nc3 exd4 Nxd4 Ne5 Ne4 Ng6 b3 Nxe4 Bxe4 Bf6 Bb2 Ne5 Bxh7+ Kh8 Be4 Rb8 Rad1 Ng4 Bf5 Re8 e3 c6 Rd2 Qb6 Qd1 Ne5 Qh5+ Kg8 Qh7+ Kf8 Rfd1 c5 Bxc8 cxd4 Bh3 dxe3 Bd4 Nf3+ Kf1 Nxd4 fxe3 Rxe3 Qh8+ Ke7 Qxb8 Rf3+ Ke1 Nc2+ Rxc2 Qg1+ Kd2 Bg5+ Ke2 Qf2#,,Catalan Opening,E00,spellbind,spellbind,2023,TEN4T,ten4t,1948,2025-11-19 12:56:44.993,2025-11-19 13:01:20.419
tZCl6ZeZ,True,standard,blitz,blitz,1763556836456,1763557002814,mate,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Bd3 e5 Nf5 Bxf5 exf5 Nc6 O-O d5 Bb5 Bd6 Bg5 e4 Bxf6 gxf6 Qxd5 Bxh2+ Kxh2 Qxd5 Bxc6+ bxc6 g4 Rg8 Rg1 Rb8 b3 Qe5+ Rg3 Qxa1 Nd2 Qe5 Kg2 h5 Nc4 Qf4 f3 exf3+ Rxf3 Rxg4+ Kf2 Qh2+ Ke3 Rxc4 bxc4 Qxc2 Kf4 Rb4 Kg3 Rxc4 a3 Rg4+ Kh3 Qg2#,,"Sicilian Defense: Modern Variations, Main Line",B54,makmak1984,makmak1984,1979,spellbind,spellbind,2018,2025-11-19 12:53:56.456,2025-11-19 12:56:42.814
7PsAbQVZ,True,standard,blitz,blitz,1763538217042,1763538588606,outoftime,white,d4 Nf6 c4 d5 cxd5 Qxd5 Nc3 Qd8 e4 e6 Bd3 Nc6 Nf3 Bb4 O-O h6 Bf4 O-O Bc2 Nh5 Be3 f5 d5 fxe4 Ne5 Nxe5 Qxh5 Bxc3 bxc3 Nc4 Bc5 Nd6 Rad1 Qf6 Qe2 exd5 Rxd5 Be6 Rdd1 Bc4 Qe3 Bxf1 Rxf1 b6 Bd4 Qf7 Bb3 Nc4 Qxe4 b5 a4 a6 axb5 axb5 Qc6 Qf5 Bc5 Rf7 Bd4 Re8 h3 Kf8 Bxc4 Rfe7 Bxb5 Qf6 Bc5 Qxc6 Bxc6 Kf7 Bxe7 Rxe7 Bd5+ Re6 c4 Ke7 Bxe6 Kxe6 Re1+ Kd6 f4 Kc5 f5 Kxc4 f6 Kc3 f7,,Queen's Gambit Declined: Marshall Defense,D06,spellbind,spellbind,2012,Muhammed_Sherif,muhammed_sherif,2013,2025-11-19 07:43:37.042,2025-11-19 07:49:48.606
8KyXjZ46,True,standard,blitz,blitz,1763537971806,1763538184677,timeout,black,d4 d5 Nf3 c5 e3 Nf6 c4 Nc6 cxd5 Nxd5 dxc5 Bg4 Be2 e6 Nc3 Nxc3 bxc3 Bxc5 Bb2 O-O Nd4 Bxe2 Qxe2 Qg5 O-O Rac8 f4 Qg6 Rf3 Rfd8 Rg3 Qe4 c4 Nxd4 Qg4 Nf5 Bxg7 Bxe3+ Kh1 Nxg3+ hxg3 Qg6 Qxg6 hxg6 Bf6 Rd2 Rb1 b6 Rb3 Bd4 Bh4 Rxc4 Ra3 b5 Kh2 b4 Ra4 Rcc2,,Queen's Pawn Game: Krause Variation,D02,coffeeluv,coffeeluv,2028,spellbind,spellbind,2006,2025-11-19 07:39:31.806,2025-11-19 07:43:04.677
cizh8RON,True,standard,blitz,blitz,1763537824175,1763537961266,resign,white,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nf6 Nc3 Nc6 d5 Ne5 h3 e6 Bf4 Ng6 Bg5 exd5 Nxd5 Be7 Nxe7 Qxd1+ Rxd1 Kxe7 Nf3 Be6 e5 Nxe5 Nxe5 Bxa2 Bc4 Bxc4 Nxc4 Rhe8 O-O Kf8 Bxf6 gxf6 Rd7 Rac8 Rfd1,,Queen's Gambit Declined: Marshall Defense,D06,spellbind,spellbind,2001,Niko_Paz,niko_paz,1972,2025-11-19 07:37:04.175,2025-11-19 07:39:21.266
ELwYc6Nc,True,standard,bullet,bullet,1763535350352,1763535742788,outoftime,white,d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 Nbd7 h3 Bd6 Bd3 O-O O-O Re8 cxd5 exd5 Re1 Nf8 e4 dxe4 Nxe4 Nxe4 Rxe4 Be6 Qc2 Rc8 Bg5 Qa5 Rae1 Ng6 Rxe6 fxe6 Bxg6 hxg6 Qxg6 Qf5 Rxe6 Qxg6 Rxg6 Bb8 Be3 Kf7 Rg4 Bd6 g3 c5 Ng5+ Kg8 Kg2 cxd4 Bxd4 Be5 Bxa7 Bxb2 Nf3 Ra8 Rb4 Rxa7 Rxb2 Re6 Ng5 Rea6 h4 Rxa2 Rb3 g6 Ne6 Kf7 Ng5+ Kg8 Rb6 R2a6 Rb5 Rc6 Re5 b6 Re8+ Kg7 Ne6+ Kf7 Nd8+ Kxe8 Nxc6 Rb7 Nb4 b5 Kf3 Kf7 Kg4 Kg7 Kg5 Rd7 f4 Rd4 Nc6 Rc4 Ne5 Rc3 h5 Rxg3+ Kh4 Rc3 hxg6 b4 Kg5 b3 f5 b2 f6+ Kg8 Ng4 b1=Q Nh6+ Kf8 g7+ Ke8 g8=Q+ Kd7 Qd5+ Kc7 Qe5+ Kb7 Qxc3 Qb5+ Kg6 Qe8+ Kg7 Qe6 f7 Qe5+ Qxe5,,Semi-Slav Defense: Normal Variation,D45,fernandoraul25,fernandoraul25,2144,spellbind,spellbind,2130,2025-11-19 06:55:50.352,2025-11-19 07:02:22.788
AYGIJxkY,True,standard,blitz,blitz,1763487187536,1763487419879,resign,white,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 h6 Be3 Nc6 d5 Ne5 h3 c6 Qd2 Kh7 Rc1 cxd5 cxd5 a6 a3 b5 b4 Bb7 Nf3 Nxf3+ Bxf3 Nd7 a4 bxa4 Nxa4 Rc8 O-O Ne5 Be2 e6 Nb6 Rxc1 Rxc1 Qe7 f4 Nd7 Rc7,,"King's Indian Defense: Averbakh Variation, Flexible Defense",E73,spellbind,spellbind,1996,jm_koski,jm_koski,1990,2025-11-18 17:33:07.536,2025-11-18 17:36:59.879
f9Sha4R8,True,standard,blitz,blitz,1763486816781,1763487177995,resign,white,d4 d5 c4 e6 Nc3 c6 Nf3 Nf6 e3 Be7 Bd3 O-O Qc2 h6 Bd2 Nfd7 e4 dxe4 Nxe4 f5 Ng3 Nf6 O-O Nbd7 Rae1 Nb6 Nh4 Qxd4 Ng6 Re8 Nxe7+ Rxe7 Nxf5 Qd7 Nxe7+ Qxe7 Re2 Bd7 Rfe1 Re8 Bg6 Rf8 Bf5 Qd6 Bxe6+ Bxe6 Rxe6 Qc5 Be3 Qh5 h3 Nbd7 Bd4 c5 Bxf6 Nxf6 b3 b6 Qe2 Qf5 Re7 a5 Qe6+ Qxe6 R1xe6 Nh5 Rxb6 Nf4 Rbb7 Nh5 g4 Nf4 Rxg7+,,Semi-Slav Defense: Main Line,D45,spellbind,spellbind,1990,kokolek1995,kokolek1995,2011,2025-11-18 17:26:56.781,2025-11-18 17:32:57.995
2UkviBTv,True,standard,blitz,blitz,1763486429532,1763486798112,outoftime,white,e4 c5 Nf3 d6 g3 Nf6 d3 Nc6 Bg2 g6 c3 Bg7 O-O O-O h4 Rb8 Re1 Qc7 Nbd2 b5 Nf1 a5 a3 Rd8 Ne3 e6 Nh2 Qb6 g4 b4 h5 Ne7 Bf3 Bb7 g5 Ne8 h6 Bh8 Nhg4 d5 exd5 Nxd5 Nc4 Qc7 axb4 axb4 Ra7 bxc3 bxc3 Bxc3 Bb2 Bxb2 Nxb2 Qf4 Re4 Qxg5 Re5 Qf4 Re4 Qd6 Nc4 Qf8 Qa1 f5 Rxe6 fxg4 Bxg4 Nec7 Re4 Re8 Qe1 Rxe4 Qxe4 Nf6 Qg2 Nxg4 Rxb7 Nxf2 Rxc7,,Sicilian Defense: Modern Variations,B50,tacsiz_prenses,tacsiz_prenses,1987,spellbind,spellbind,1995,2025-11-18 17:20:29.532,2025-11-18 17:26:38.112
KpSnBKwd,True,standard,blitz,blitz,1763451940023,1763452313041,outoftime,black,d4 g6 c4 Bg7 Nc3 d6 e4 Nf6 Be2 O-O Bg5 a6 Qd2 c6 h3 Nbd7 Nf3 e5 d5 c5 O-O Qc7 Ne1 Rb8 a4 Qa5 Nc2 Kh8 Kh1 Kg8 Ra3 Qc7 f4 exf4 Bxf4 Ne5 Bh2 Bd7 Ne1 h6 Nf3 Nxf3 Rxf3 Kh7 Re3 Rbe8 a5 Qd8 e5 dxe5 Rxe5 Rxe5 Bxe5 Ne4 Qf4 Bxe5 Qxe5 Re8 Qf4 g5 Qf1 Ng3+ Kg1 Nxf1 Kxf1 Qf6+ Bf3 g4 hxg4 Bxg4 Ne2 Bxf3 Rxf3 Qxb2 Rxf7+ Kg8 Rf2 Rf8 Rxf8+ Kxf8 Nf4 Qc1+ Ke2 Qxf4 g3 Qxc4+ Kf3 Qxd5+ Kf2 c4 Kg1 c3 Kh2 c2 Kh3 c1=Q g4 Qch1+,,"King's Indian Defense: Averbakh Variation, Spanish Defense",E73,spellbind,spellbind,2001,Qwertuithbjk,qwertuithbjk,2011,2025-11-18 07:45:40.023,2025-11-18 07:51:53.041
