id,rated,variant,speed,perf,created_at_ms,last_move_at_ms,status,winner,moves,turns,opening_name,opening_eco,white_name,white_id,white_rating,black_name,black_id,black_rating,created_at,last_move_at
ylQYWfUD,True,standard,bullet,bullet,1730593889122,1730593954254,resign,black,e4 c5 Nc3 Nc6 d3 Nf6 g3 d5 Bg2 d4 Nce2 e5 Nh3 h6 O-O Be7 f4 Bd6 f5 Bd7 g4 Qe7 Ng3 O-O-O Nh5 Nxh5 gxh5 Rdg8 f6 gxf6 Kh1 Rg7 Qf3 Qe6 Qxf6 Qxf6 Rxf6 Be7 Rxh6 Rhg8,,"Sicilian Defense: Closed, Traditional",B23,Aldr60,aldr60,2026,Mouseslippin_Jimmy,mouseslippin_jimmy,2037,2024-11-03 00:31:29.122,2024-11-03 00:32:34.254
66xfl6Sf,True,standard,bullet,bullet,1730593767272,1730593884172,outoftime,white,e4 c5 Nc3 Nc6 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nxc6 bxc6 Be3 d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Qxd7 O-O e6 Bd4 Nf6 f3 O-O Qe2 Rab8 b3 Rfc8 a4 Qc7 Be5 Qb6+ Kh1 Qb4 Bxb8 Rxb8 Na2 Qd6 Rac1 Nd7 c4 Rxb3 cxd5 Qxd5 Rc8+ Nf8 Nc3 Bxc3 Qe3 Bg7 Qxa7 Rd3 Rfc1 Rd1+ Qg1 Rxg1+ Rxg1 Bf6 Rcc1 Kg7 h3,,"Sicilian Defense: Accelerated Dragon, Modern Variation",B34,isaicen29,isaicen29,2036,Mouseslippin_Jimmy,mouseslippin_jimmy,2047,2024-11-03 00:29:27.272,2024-11-03 00:31:24.172
Lsxv4lFM,True,standard,bullet,bullet,1730593560931,1730593674433,outoftime,white,d4 d5 c4 dxc4 e4 c6 Bxc4 e5 d5 Nf6 Nc3 Bb4 f3 Bxc3+ bxc3 O-O Bg5 h6 Bh4 g5 Bf2 cxd5 exd5 Qa5 Qd2 Nbd7 Ne2 Nb6 Bb3 Bf5 c4 Qxd2+ Kxd2 Rac8 Rac1 e4 Ng3 Bh7 Bd4 Nfd7 fxe4 Rce8 Rhe1 f5 exf5 Rxe1 Rxe1 Bxf5 Nxf5 Rxf5 c5 Nc8 d6+ Kh7 Re7+ Kg6 Rxd7 Rf4 Bc2+ Kh5 Be3 Rb4 Bd1+,,Queen's Gambit Accepted: Saduleto Variation,D20,Mouseslippin_Jimmy,mouseslippin_jimmy,2037,MarioJoseSilva,mariojosesilva,2056,2024-11-03 00:26:00.931,2024-11-03 00:27:54.433
K2Ymi0y7,True,standard,bullet,bullet,1730593424278,1730593555581,outoftime,white,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nf6 Bg5 Nc6 Bb5 Bd7 Bxc6 Bxc6 Nc3 e6 O-O-O Be7 Rhe1 a6 Kb1 Qc7 h3 Rd8 Qe3 b5 a3 a5 e5 dxe5 Rxd8+ Bxd8 Nxe5 b4 axb4 axb4 Na2 Bd5 Nxb4 Bxg2 Nxf7 Qxf7 Nc6 O-O Ne5 Qc7 Bf4 Qa5 Nc4 Qa6 b3 Bd5 Qd3 Bb6 Nxb6 Qxb6 Qd4 Qxd4 Be3 Qe5 Bd2 Qxe1+ Bxe1 Rd8 Bd2 Bf3 Kb2,,Sicilian Defense: Chekhover Variation,B53,JordanRieger,jordanrieger,2052,Mouseslippin_Jimmy,mouseslippin_jimmy,2046,2024-11-03 00:23:44.278,2024-11-03 00:25:55.581
y3AU76UE,True,standard,bullet,bullet,1730593298135,1730593419892,mate,white,e4 d6 Nf3 c6 d4 b5 Bd3 a6 O-O Qb6 Re1 g6 c3 Bg7 Bf4 Bb7 e5 d5 Nfd2 e6 h3 Ne7 Bh2 O-O g4 c5 Nb3 c4 N3d2 cxd3 Nf3 Nbc6 Qxd3 b4 Nbd2 a5 Rab1 Ba6 Qe3 Rac8 Ng5 h6 Ngf3 Kh7 Nh4 Bc4 a3 bxc3 bxc3 Qa6 f4 Ba2 Rb2 Bc4 f5 exf5 gxf5 g5 f6 Bxf6 exf6 Ng6 Nxg6 fxg6 h4 gxh4 Qh3 g5 Qf5+ Kh8 Qg6 Bd3 Qxh6+ Kg8 Qg7#,,Pirc Defense,B00,Mouseslippin_Jimmy,mouseslippin_jimmy,2036,Sergio2397,sergio2397,2049,2024-11-03 00:21:38.135,2024-11-03 00:23:39.892
zK6IHuHi,True,standard,bullet,bullet,1730593158617,1730593288391,outoftime,white,d4 c5 d5 g6 c4 Nf6 Nc3 Bg7 e4 d6 Bd3 O-O Nf3 Nbd7 Nd2 Ne5 Be2 Bg4 f3 Bc8 O-O a6 h3 Nh5 Qe1 Nf4 Bd1 Nfd3 Qe3 f5 a4 fxe4 fxe4 e6 Rxf8+ Qxf8 Nf3 Nxf3+ Bxf3 Ne5 Be2 exd5 exd5 Qf5 Bd2 Bd7 Rf1 Qc2 Rf7 Kxf7 Qf2+ Kg8 Bg5 Rf8 Qe3 Qb1+ Kh2 Qxb2 Ne4 Qd4 Qxd4 cxd4 Nxd6 d3 Bxd3 Nxd3 Be7 Be5+ g3 Bxd6 Bxd6 Ne1 Kg1 Nf3+ Kf2 Nh2+ Ke2 Bxh3 Kd3 Ng4 Kd4 Nf2 Kc5,,Benoni Defense: Old Benoni,A43,Mouseslippin_Jimmy,mouseslippin_jimmy,2027,el_guapo_21,el_guapo_21,1972,2024-11-03 00:19:18.617,2024-11-03 00:21:28.391
pr7ev5Hq,True,standard,blitz,blitz,1729935465436,1729935772860,mate,white,e4 c5 f4 d5 exd5 Nf6 c4 e6 Nc3 exd5 cxd5 Nxd5 Bc4 Nxc3 bxc3 Nc6 Nf3 Be7 O-O O-O Bb2 Bg4 d4 cxd4 cxd4 Qb6 Qb3 Rfd8 h3 Bxf3 Rxf3 Qxb3 Bxb3 Nxd4 Rg3 Bf6 Bxd4 Rxd4 Rf1 Rad8 Kh2 b6 Re3 Rd2 Rff3 h6 Rg3 Kf8 Rg4 a5 Re1 Rf2 Rc1 Rdd2 Rc7 Bd4 Rxf7+ Ke8 f5 a4 Re4+ Kd8 Bxa4 Rxg2+ Kh1 Rgf2 Re8#,,"Sicilian Defense: McDonnell Attack, Tal Gambit",B21,German777,german777,1934,Mouseslippin_Jimmy,mouseslippin_jimmy,1901,2024-10-26 09:37:45.436,2024-10-26 09:42:52.860
PX0AWBap,True,standard,blitz,blitz,1729872425030,1729872474799,outoftime,black,e4 c5 Nc3 Nc6 Nf3 g6 Be2 Bg7 O-O e6 h3 Nge7 Re1 O-O d3 a6 Bd2 h6 Nh2 d5,,"Sicilian Defense: Closed, Traditional",B23,kingk2013,kingk2013,1891,Mouseslippin_Jimmy,mouseslippin_jimmy,1893,2024-10-25 16:07:05.030,2024-10-25 16:07:54.799
gHsKkHPr,True,standard,blitz,blitz,1729658404367,1729658727955,outoftime,black,d4 d5 c4 e6 Nc3 Nf6 Nf3 Bb4 Bg5 O-O e3 Be7 Bd3 a6 O-O dxc4 Bxc4 b5 Bd3 Bb7 Rc1 Nbd7 a3 c5 dxc5 Nxc5 Bc2 Qc7 Bf4 Qb6 b4 Ncd7 Ne5 Nxe5 Bxe5 Rfd8 Qe2 Nd5 Bd4 Qc6 Nxd5 Qxd5 f3 Qg5 Qf2 Bd6 h4 Qh6 Rfd1 Rac8 Bb6 Rd7 Bb3 Rxc1 Rxc1 Be7 g3 g5 hxg5 Bxg5 Kg2 Rd6 Bc5 Rc6 Rh1 Qf6 e4 Qg6 Be3 Rc8 Bxg5 Qxg5 Rd1 Bc6 Bc2 h5 Qd2 Qg7 Qd6 h4 Rh1 Be8,,Queen's Gambit Declined: Ragozin Defense,D38,Mouseslippin_Jimmy,mouseslippin_jimmy,1901,mustafa14100,mustafa14100,1907,2024-10-23 04:40:04.367,2024-10-23 04:45:27.955
iRfgbxeB,True,standard,blitz,blitz,1729658250577,1729658386944,resign,white,d4 b6 c4 Bb7 Nc3 e6 e4 Bb4 Bd3 Nf6 Qc2 h6 Ne2 d5 cxd5 exd5 e5 Ne4 O-O Bxc3 Nxc3 Nxc3 bxc3 O-O f4 c5 Qf2 cxd4 cxd4 Nc6 Bd2 a5 f5 Qe7 f6 Qe6 fxg7 Kxg7 Bf5 Qe7 Qg3+ Kh8 Qh3,,English Defense,A40,Mouseslippin_Jimmy,mouseslippin_jimmy,1893,Mighaloor,mighaloor,1869,2024-10-23 04:37:30.577,2024-10-23 04:39:46.944
cJpZEEeE,True,standard,blitz,blitz,1729590879159,1729590940632,resign,white,Nf3 Nf6 c4 e6 g3 c5 Bg2 Nc6 O-O d5 Nc3 d4 Nb5 a6 Na3 Bd6 e3 e5 exd4 exd4 Re1+ Be6 Ng5 Qd7 Bd5 O-O Nxe6 fxe6 Bxe6+,,"English Opening: Anglo-Indian Defense, King's Knight Variation",A15,kelket7,kelket7,1941,Mouseslippin_Jimmy,mouseslippin_jimmy,1901,2024-10-22 09:54:39.159,2024-10-22 09:55:40.632
GusgK67E,True,standard,blitz,blitz,1729577144068,1729577354380,mate,white,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bd3 e5 Nb3 Be6 Bg5 Be7 O-O Nbd7 f4 Rc8 f5 Bxb3 axb3 O-O Qf3 Qb6+ Kh1 Nc5 Be3 Qd8 Bxc5 dxc5 Rad1 Qc7 g4 h6 h4 Ne8 Qg3 Bd6 g5 hxg5 hxg5 b5 f6 g6 Qh4 c4 Nd5 Qc5 Rf3 Nxf6 Nxf6+ Kg7 Qh7#,,Sicilian Defense: Najdorf Variation,B90,Alekc-43,alekc-43,2015,Mouseslippin_Jimmy,mouseslippin_jimmy,1907,2024-10-22 06:05:44.068,2024-10-22 06:09:14.380
hM595mVD,True,standard,blitz,blitz,1729576768254,1729577137626,outoftime,black,b4 Nf6 Bb2 g6 c4 Bg7 d4 O-O Nf3 d6 e3 Nc6 Nc3 Bg4 a3 Qc8 Be2 a6 Qc2 b5 O-O bxc4 Bxc4 Bxf3 gxf3 Qh3 Be2 e6 Kh1 d5 Rg1 Ne7 Rg3 Qh4 f4 Nf5 Rg2 Ne4 Nxe4 dxe4 Qxe4 Rfd8 Rag1 Bf6 Bg4 Nd6 Qd3 a5 Bf3 Ra7 Bc3 axb4 Bxb4 Nf5 Bc5 Ra5 Qc3 Ra6 Qb4 Be7 Bxe7 Qxe7 Qxe7 Nxe7 Ra1 Rb8 a4 Ra5 Rg5 Nf5 Bc6 h6 Rgg1 Rb2 Rgf1 Ne7 Bb5 c6 Bd3 Rb4 Rfb1 Rbxa4 Rxa4 Rxa4 Rb8+ Kg7 Rb7 Nd5 Rb2 Ne7 Rc2 Nf5 Rxc6 Nh4 Rc1 Ra2 Kg1 Nf3+ Kg2 Nd2 Kg3 f5 Rc7+ Kf6 Rh7 h5 Rc7 Ne4+ Kg2 Rxf2+ Kg1 Rd2 Bxe4 fxe4 Kf1 Rxh2 Rc8 h4 Rf8+ Ke7 Rh8 h3 Kg1 Rg2+ Kh1 Rg3 Kh2 Rxe3 Rxh3 Rxh3+ Kxh3 Kf6 Kg4 e3 Kf3 Kf5 Kxe3 g5 fxg5 Kxg5 Ke4 Kf6,,"Polish Opening: King's Indian Variation, Sokolsky Attack",A00,Mouseslippin_Jimmy,mouseslippin_jimmy,1916,Nakedrah,nakedrah,1889,2024-10-22 05:59:28.254,2024-10-22 06:05:37.626
LSyr0Xyi,True,standard,blitz,blitz,1729421975872,1729422044777,resign,white,d4 d5 e3 c5 Nf3 Nf6 dxc5 Qa5+ c3 Qxc5 a3 Nc6 b4 Qb6 Bb2 e6 Nbd2 a5 Rc1 Be7 Be2 Bd7 O-O O-O b5 Nb8 a4 Bd6 c4 dxc4 Nxc4,,Queen's Pawn Game,D00,ximarismenos,ximarismenos,1940,Mouseslippin_Jimmy,mouseslippin_jimmy,1925,2024-10-20 10:59:35.872,2024-10-20 11:00:44.777
jDdVmexr,True,standard,blitz,blitz,1729414866651,1729415224627,outoftime,white,d4 d5 b3 Nf6 Bb2 Bf5 Nf3 c6 e3 Nbd7 Be2 Qc7 O-O e6 Nbd2 Be7 c4 O-O Rc1 Rfe8 a3 Rad8 b4 Qb8 cxd5 exd5 Nb3 h6 Nc5 Nxc5 dxc5 Ne4 Nd4 Bg6 Bf3 Qc8 g3 Kh7 Bg4 Qc7 Bf5 Bxf5 Nxf5 Nf6 Nxe7 Rxe7 Bxf6 gxf6 Qf3 Qe5 Rfd1 Rg8 Rd4 f5 Rcd1 f6 Rf4 Qb2 Rxf5 Qxa3 Rxf6 Qxb4 Rd4 Qb1+ Kg2 Reg7 Rf7 a5 Rxg7+ Rxg7 h4 Qc2 h5 a4 Qf4 a3 Ra4 a2 Qd4 Rf7 Rxa2 Rxf2+ Kh3 Rh2+ Kg4 Qxa2 Qd3+ Kg7 Qg6+,,Queen's Pawn Game,D00,benjimachine,benjimachine,1848,Mouseslippin_Jimmy,mouseslippin_jimmy,1936,2024-10-20 09:01:06.651,2024-10-20 09:07:04.627
9uDmsvKP,True,standard,blitz,blitz,1729414562484,1729414861301,mate,black,e4 c6 d4 d5 e5 Bf5 Bd3 Bxd3 Qxd3 e6 Nf3 Nd7 O-O Qb6 a3 c5 c3 Ne7 Nbd2 Nf5 Re1 Be7 Nf1 h6 b4 cxd4 cxd4 Rc8 Bd2 Rc4 Be3 O-O Rac1 Rfc8 Rxc4 Rxc4 Rc1 Rxc1 Bxc1 Qc6 Bd2 b5 Be3 Nb6 N1d2 Nc4 Ne1 Ncxe3 fxe3 Qc1 Nf3 Qxe3+ Kf1 g5 Qxb5 g4 Ng1 g3 Ngf3 gxh2 Nxh2 Ng3#,,Caro-Kann Defense: Advance Variation,B12,Mouseslippin_Jimmy,mouseslippin_jimmy,1945,CarrotKan,carrotkan,1953,2024-10-20 08:56:02.484,2024-10-20 09:01:01.301
BHa4SnYP,True,standard,bullet,bullet,1729321365137,1729321491899,outoftime,white,e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 d6 Nf3 Nf6 Nc3 g6 Bd2 Bg7 O-O-O O-O h3 a6 g4 b5 Be2 Rb8 Nd5 e6 Nxf6+ Qxf6 Bc3 e5 Ng5 h6 Nf3 Qe7 Ng1 h5 gxh5 Qh4 Kb1 Bh6 Qg3 Qxg3 fxg3 gxh5 Bxh5 f5 exf5 Bxf5 Ne2 b4 Bd2 Bg7 Be3 a5 Rxd6 Nd4 Nxd4 exd4 Bxd4 Rbd8 Rxd8 Rxd8 Bxg7 Kxg7 Rd1 Rxd1+ Bxd1 Bxh3 g4 Bxg4 Bf3 Bxf3 c3 bxc3 Kc2 Kf6 a3 Ke5 bxc3 Kd5 a4 Kc4 Kd2,,Sicilian Defense: Smith-Morra Gambit,B21,Chetwan,chetwan,2029,Mouseslippin_Jimmy,mouseslippin_jimmy,2036,2024-10-19 07:02:45.137,2024-10-19 07:04:51.899
X3JaMs1y,True,standard,bullet,bullet,1729321271551,1729321361229,mate,white,d4 d5 c4 c6 Nf3 dxc4 e4 Nf6 Qc2 Bg4 Bxc4 Bxf3 gxf3 e6 Bg5 Be7 Nc3 Nbd7 O-O-O Nb6 Bb3 a5 a4 Qd6 e5 Qb4 exf6 gxf6 Bh6 Nd5 Nxd5 exd5 Rhe1 O-O-O Kb1 b5 axb5 Qxb5 Ba4 Qb4 Qxc6+ Kb8 Rd3 Qxe1+ Ka2 Rc8 Rb3+ Ka7 Qb7#,,Slav Defense: Modern Line,D11,Mouseslippin_Jimmy,mouseslippin_jimmy,2029,chess_abstract101,chess_abstract101,1946,2024-10-19 07:01:11.551,2024-10-19 07:02:41.229
CCoCNf6u,True,standard,bullet,bullet,1729321118114,1729321252837,outoftime,white,e4 c5 Nc3 Nc6 Bb5 Nd4 d3 a6 Bc4 b5 Bb3 Bb7 a3 Nf6 Nf3 d6 Nxd4 cxd4 Ne2 e6 Nxd4 Be7 Nf3 Qb6 O-O O-O Be3 Qc7 Bg5 Rac8 Qd2 Rfd8 Rac1 Bf8 Bxf6 gxf6 Qf4 Bg7 Nh4 Kh8 Qd2 d5 exd5 Bxd5 Bxd5 Rxd5 f4 Rh5 Nf3 Bh6 g3 Rg8 Qc3 Qe7 Kh1 Bg7 Qd2 f5 Nh4 Qf6 Nf3 Qh6 Ne5 Bxe5 fxe5 Rxg3 Qxh6 Rxh6 Rg1 Rg4 Rxg4 fxg4 Rg1 Rg6 Rg3 h5 Kg2 Kh7 h3 gxh3+ Kxh3 Kh6 Rxg6+ Kxg6 Kg3 Kf5 Kh4,,"Sicilian Defense: Closed, Traditional",B23,mayank_chauhan,mayank_chauhan,2064,Mouseslippin_Jimmy,mouseslippin_jimmy,2037,2024-10-19 06:58:38.114,2024-10-19 07:00:52.837
pY3xjcwG,True,standard,blitz,blitz,1729157222115,1729157383261,outoftime,white,e4 e5 Nf3 d6 Bc4 Be7 O-O Nf6 Re1 O-O d3 Nc6 Nbd2 a6 Nf1 b5 Bb3 Bb7 Ng3 Nd4 Nxd4 exd4 c3 dxc3 bxc3 c5 Bc2 Nd7 Qd2 Ne5 a4 g6 Bb2 Bf6 Rad1 Bg7 Qe2 Bc6 axb5 axb5 Bb3,,Philidor Defense,C41,Mouseslippin_Jimmy,mouseslippin_jimmy,1936,WarriorI,warriori,1938,2024-10-17 09:27:02.115,2024-10-17 09:29:43.261
yuLn7PpU,True,standard,blitz,blitz,1729156845104,1729157210995,outoftime,black,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 c4 Nf6 Nc3 Bb4 Nb5 Nxe4 Qc2 Nxc3 bxc3 Be7 Bf4 d6 Rd1 e5 Bg3 a6 c5 axb5 cxd6 Bxd6 Bxb5 Qe7 O-O O-O Rfe1 Be6 a4 f6 Kh1 Rac8 Qe2 Na5 f4 Bc4 Qd2 Bxb5 axb5 Nc4 Qd5+ Kh8 Bh4 Rc5 Qf3 Qc7 fxe5 Nxe5 Qe2 Rxc3 Qd2 Rd8 Bg3 Rc2 Qe3 Ng4 Qf3 Bxg3 hxg3 Rxd1 Rxd1 Rc1,,Sicilian Defense: Taimanov Variation,B44,Mouseslippin_Jimmy,mouseslippin_jimmy,1943,Baslespats,baslespats,2023,2024-10-17 09:20:45.104,2024-10-17 09:26:50.995
zwPQnLTN,True,standard,blitz,blitz,1728456891216,1728457048074,resign,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 Ng4 Qd2 Nxe3 fxe3 g6 O-O-O Nc6 Be2 Bg7 h4 h5 g4 Bxg4 Bxg4 hxg4 Rdg1 Qd7 Na4 Nxd4 Nb6 Nb3+ axb3 Qd8 Nxa8 Qxa8 Rxg4 b5 Qd5 Qxd5 exd5 Rh5 e4 Kd7 Rf1 Bf6 Rff4 Kc7 c4 bxc4 bxc4 Kb6 b4 Rh8 Rf3 Rc8 Rc3 Bxc3,,"Sicilian Defense: Najdorf Variation, English Attack, Anti-English",B90,chiefbeef1234,chiefbeef1234,1932,Mouseslippin_Jimmy,mouseslippin_jimmy,1935,2024-10-09 06:54:51.216,2024-10-09 06:57:28.074
lmR1cxhx,True,standard,blitz,blitz,1728456515559,1728456885035,draw,,d4 d5 e3 c5 c3 Nc6 Nf3 Nf6 g3 Bg4 Be2 e6 O-O Bd6 Nfd2 Bxe2 Qxe2 O-O Nb3 b6 a3 Re8 N3d2 e5 dxe5 Nxe5 Nf3 Nc6 Re1 Qe7 Nbd2 Rad8 Ng5 h6 Nh3 Qe6 Kg2 Qf5 Qf3 Qg6 Nf1 Bc7 Bd2 Ne4 Rad1 Ne5 Qe2 c4 Nf4 Qf5 Qh5 g5 Qxh6 gxf4 Qxf4 Qg6 Qh4 Kg7 Bc1 Rh8 Qf4 Rd7 Nd2 Nd3 Qf3 Ng5 Qg4 Ne5 Qd4 f6 e4 Nd3 Re3 dxe4 Qxd7+ Kh6 Nxe4 Be5 f4 Nxe4 Rxe4 Bb8 Re3 Qg4 Bd2 Qxd1 Qh3+ Kg7 Qd7+ Kh6 Qh3+ Kg7 Qd7+ Kh6,,Queen's Pawn Game,D00,Cruel_Beast,cruel_beast,1916,Mouseslippin_Jimmy,mouseslippin_jimmy,1936,2024-10-09 06:48:35.559,2024-10-09 06:54:45.035
hQf2uD9V,True,standard,blitz,blitz,1728455097558,1728455290224,resign,black,e4 d5 exd5 Nf6 d4 Nxd5 Nf3 Bg4 Be2 c6 O-O Bxf3 Bxf3 e6 Re1 Bd6 c4 Nf6 Nc3 O-O Bg5 h6 Be3 Nbd7 Qd3 Nh7 Bh5 Qh4 Bxf7+ Rxf7 g3 Qh3 Ne4 Be7 Qe2 Raf8 f4 g5 Nd6 Bxd6,,"Scandinavian Defense: Modern Variation, Gipslis Variation",B01,Mouseslippin_Jimmy,mouseslippin_jimmy,1946,Cobra2201,cobra2201,1893,2024-10-09 06:24:57.558,2024-10-09 06:28:10.224
KeeJ9wPZ,True,standard,blitz,blitz,1728454696100,1728455086192,outoftime,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Bd3 a6 O-O e5 Nf5 Bxf5 exf5 d5 Be2 Nc6 Nc3 h6 f4 e4 Be3 Qd7 Na4 d4 Nb6 Qd8 Nxa8 Qxa8 Bxd4 Nxd4 Qxd4 Be7 Qa4+ Nd7 Qxe4 Qa7+ Kh1 b5 Bd3 Nc5 Qc6+ Qd7 Qxd7+ Kxd7 Rad1 Kc7 Rfe1 Bf6 c3 Rd8 Bc2 Rxd1 Rxd1 a5 g3 b4 cxb4 axb4 b3 Nb7 Be4 Nd6 Rc1+ Bc3 Bd5 f6 Rc2 Nxf5 Re2 h5 Bf3 h4 Bg4 Nd4 Re7+ Kd6 Rxg7 hxg3 hxg3 Nc2 Rd7+ Kc5 Rc7+ Kd4 Rd7+ Ke3 Kg2 Ne1+ Kh3 Kf2 Re7 Nd3 Kh4 Ne1 Rf7 Ng2+ Kh3 Ne1 Rxf6 Bxf6 Be6 Bc3 Bc4 Nf3 Kg4 Nd4 f5 Nxf5 Kxf5 Kxg3 Ke4 Kg4 Kd5 Kf5 Kc5 Kf6 Kb5 Ke7 Ka4 Kd8 a3 Kc8 axb4 Kb8 b5 Bb4 Bd5 Ka7,,"Sicilian Defense: Modern Variations, Main Line",B54,Solochi01,solochi01,1933,Mouseslippin_Jimmy,mouseslippin_jimmy,1937,2024-10-09 06:18:16.100,2024-10-09 06:24:46.192
3Vk9S8HY,True,standard,blitz,blitz,1728454478104,1728454690282,resign,white,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Bg4 Nf3 Bxf3 gxf3 Nc6 d3 Nd4 Be3 O-O-O Qd2 Nf6 O-O-O e6 Rhg1 Bb4 Rg5 Nxe2+ Qxe2 Bxc3 Rxe5 Bxe5 Bxa7 Bxh2 Be3 h5 Qd2 h4 Qa5 b6 Qc3 Nd5 Qxg7 f5 f4 Nxf4 Kb1 h3 Qe5 Rd5 Qxh8+,,Scandinavian Defense: Mieses-Kotroc Variation,B01,Mouseslippin_Jimmy,mouseslippin_jimmy,1928,GosuPower,gosupower,1914,2024-10-09 06:14:38.104,2024-10-09 06:18:10.282
Qyv0ueNj,True,standard,blitz,blitz,1728453683660,1728454012756,resign,black,e4 e6 d3 d5 Nd2 c5 g3 Nc6 Ngf3 Bd7 Bg2 Bd6 O-O Qc7 Re1 Nge7 c3 Ng6 Nf1 h5 h3 h4 g4 O-O-O Ne3 Nf4 exd5 exd5 d4 cxd4 Nxd4 Nxd4 Qxd4 Nxg2 Kxg2 Bc5 Qd3 Bc6 Kg1 d4 cxd4 Bxd4 Qc4 g6 Bd2 f5 Bc3 Qf4 Qe2 fxg4 Qxg4+ Qxg4+ Nxg4 Bf3,,French Defense: King's Indian Attack,C00,Mouseslippin_Jimmy,mouseslippin_jimmy,1937,Stanislav33,stanislav33,1944,2024-10-09 06:01:23.660,2024-10-09 06:06:52.756
7AHEBxpu,True,standard,blitz,blitz,1728427375348,1728427738280,mate,black,e4 c5 f4 d5 Nf3 dxe4 Ng5 Nf6 d3 exd3 Bxd3 Nc6 Be3 e5 Qf3 Bd6 Nd2 h6 Nge4 Nxe4 Nxe4 exf4 Nxd6+ Qxd6 Bxf4 Qe6+ Be3 O-O O-O-O Nd4 Bxd4 cxd4 Kb1 Rd8 Bc4 Qg6 Rhf1 Be6 Bxe6 Qxe6 Rde1 Qd5 Qg3 Rd7 Rf4 d3 cxd3 Qxd3+ Qxd3 Rxd3 Rfe4 Rd7 g4 Rad8 h4 g5 hxg5 hxg5 a3 Kg7 Ka2 a6 Re7 Kg6 R7e5 f6 Rf5 Rd6 Re7 b6 Ra7 a5 Ra6 R8d7 Rb5 Rd4 Rbxb6 Rf7 Rxa5 Rxg4 Rc5 Rf4 Rb4 Rxb4 axb4 Rb7 b5 g4 Kb1 g3 Rc2 f5 Rg2 f4 Kc2 Rxb5 Kd2 Re5 Kd3 Kf5 Kd4 Re4+ Kd3 Re3+ Kd4 Kg4 b4 Rb3 Kc4 Rb1 b5 f3 Ra2 f2 Rb2 Rxb2 Kc5 Rxb5+ Kc6 f1=Q Kd6 Qd3+ Ke6 Rf5 Ke7 Qe4+ Kd6 Rd5+ Kc6 Qc4+ Kb6 Rb5+ Ka6 Qa4#,,"Bird Opening: Dutch Variation, Batavo Gambit",B21,LotusMK,lotusmk,1915,Mouseslippin_Jimmy,mouseslippin_jimmy,1928,2024-10-08 22:42:55.348,2024-10-08 22:48:58.280
iJWMbxiW,True,standard,blitz,blitz,1728424661924,1728425029356,outoftime,black,d4 d5 c4 e5 dxe5 d4 Nf3 c5 e3 Bg4 Be2 Nc6 Nbd2 d3 Bf1 Nxe5 Qa4+ Nc6 Ne5 Bd7 Nxd3 Nf6 Be2 Bd6 Qd1 O-O O-O Rc8 b3 b6 Bb2 Bb8 Nf3 Re8 Qc2 Ne4 Rad1 Bf5 Nf4 Qc7 Nd5 Qb7 Bd3 Bg6 Nd2 Nxd2 Rxd2 Bxd3 Qxd3 f6 Rfd1 Rcd8 Qf5 Qf7 Qg4 Rd6 h4 h6 g3 Kh8 Kg2 Ne5 Qe2 Ng6 h5 Nf8 Nf4 Rde6 Ng6+ Nxg6 hxg6 Qxg6 Rd7 Bxg3 fxg3 Rxe3,,"Queen's Gambit Declined: Albin Countergambit, Tartakower Defense",D08,Mouseslippin_Jimmy,mouseslippin_jimmy,1937,bembemcamero,bembemcamero,1935,2024-10-08 21:57:41.924,2024-10-08 22:03:49.356
jCk46A3z,True,standard,blitz,blitz,1728424364167,1728424646473,resign,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 f3 e6 c4 a6 Nc3 Be7 Be2 Qc7 Be3 Nc6 O-O O-O Kh1 b6 Rc1 Bb7 a3 Rac8 Nd5 Qd8 Nxe7+ Qxe7 b4 Rfd8 Qb3 Nd7 Nxc6 Rxc6 Rfd1 Rdc8 a4 h6 c5 dxc5 bxc5 Nxc5 Qa3 Qc7 a5 bxa5 g3 Nd7 Rb1 Rc3,,Sicilian Defense: Prins Variation,B54,tophatter,tophatter,1949,Mouseslippin_Jimmy,mouseslippin_jimmy,1926,2024-10-08 21:52:44.167,2024-10-08 21:57:26.473
