id,rated,variant,speed,perf,created_at_ms,last_move_at_ms,status,winner,moves,turns,opening_name,opening_eco,white_name,white_id,white_rating,black_name,black_id,black_rating,created_at,last_move_at
S7i8tECH,True,standard,blitz,blitz,1762282413365,1762282745499,draw,,c4 e5 Nc3 f5 e3 Nf6 Nge2 Nc6 d4 exd4 exd4 Bb4 d5 Ne5 Nf4 O-O Be2 Re8 O-O d6 h3 a6 Bd2 Bc5 Nd3 Nxd3 Bxd3 Qe7 Re1 Qf7 Qf3 Bd7 Bxf5 Bxf5 Qxf5 Rxe1+ Rxe1 Re8 Rxe8+ Qxe8 Qe6+ Kf8 Qf5 b5 cxb5 axb5 a3 b4 axb4 Bxb4 g3 Bxc3 Bxc3 Qe2 Bxf6 Qd1+ Kg2 gxf6 Qxf6+ Ke8 Qe6+ Kd8 b4 Qd4 b5 Qc5 Qg8+ Kd7 Qxh7+ Kc8 Qd3 Kb7 h4 Qc1 h5 Qh6 g4 Qg5 Kg3 Qe5+ f4 Qg7 Kh4 Qf6+ g5 Qxf4+ Kh3 Qxg5 Qf3 Kb6 Kh2 Kxb5 Qb3+ Kc5 Qf3 Qd2+ Kh3 Qg5 Qc3+ Kb6 Qc6+ Ka5 Qxc7+ Kb5 Qc6+ Ka5 Qc3+ Kb6 Qf3 Kc5 Qg2 Qf5+ Kh4 Kd4 Qg4+ Ke5 Qxf5+ Kxf5 h6 Kg6 h7 Kxh7 Kg5 Kg7 Kf5 Kf7 Kg5 Kg7 Kf5 Kf7 Kg5 Kg7,,"English Opening: King's English Variation, Reversed Sicilian",A21,navojoalov,navojoalov,1860,Mouseslippin_Jimmy,mouseslippin_jimmy,1867,2025-11-04 18:53:33.365,2025-11-04 18:59:05.499
uHDBGtHa,True,standard,blitz,blitz,1762282294209,1762282405860,mate,black,Nf3 e6 d4 d5 Nc3 c5 Bf4 Nc6 e3 a6 Be2 Nf6 Qd2 Bd6 Bg3 O-O O-O-O cxd4 exd4 b5 Ne5 Bd7 f4 b4 Nb1 a5 h4 Ne4 Qe3 a4 Bd3 Nxg3 Qxg3 Qc7 h5 h6 Qf3 Nxd4 Qe3 Bc5 Qd2 Bb6 g4 b3 axb3 Nxb3#,,Zukertort Opening: Queen's Gambit Invitation,A04,Jurbit,jurbit,1846,Mouseslippin_Jimmy,mouseslippin_jimmy,1851,2025-11-04 18:51:34.209,2025-11-04 18:53:25.860
f1JMjTci,True,standard,blitz,blitz,1762281923098,1762282095220,outoftime,black,e4 e6 Nf3 c6 d4 d5 Nbd2 dxe4 Nxe4 f5 Nc3 Nf6 Bc4 Bd6 O-O O-O Re1 Nd5 Bg5 Qc7 h3 Qf7 Ne5 Bxe5 Rxe5 Qg6 Qd2 h6 Be3 f4 Nxd5 exd5 Bd3 fxe3 Bxg6 exd2,,French Defense: Knight Variation,C00,Mouseslippin_Jimmy,mouseslippin_jimmy,1868,TheCuriousChemist,thecuriouschemist,1878,2025-11-04 18:45:23.098,2025-11-04 18:48:15.220
ZNGU1xfR,True,standard,blitz,blitz,1762281824362,1762281913572,resign,white,e4 e6 d4 d5 exd5 exd5 Bd3 Nd7 h3 c5 c3 Bd6 Nf3 Ne7 O-O O-O Re1 Re8 Nbd2 b6 Nf1 Bb7 Bg5 Qc7 Bc2 Rac8 Bxe7 Rxe7 Qd3 Rce8 Qxh7+,,French Defense: Exchange Variation,C01,Kisha7,kisha7,1920,Mouseslippin_Jimmy,mouseslippin_jimmy,1884,2025-11-04 18:43:44.362,2025-11-04 18:45:13.572
xdCQf7jv,True,standard,blitz,blitz,1762281279749,1762281652091,mate,black,e4 e5 Nf3 Nf6 Nxe5 Nxe4 d4 d6 Nf3 d5 Bd3 Bd6 O-O O-O Nbd2 f5 c3 c6 Re1 Be6 Qc2 Nd7 Nf1 Rc8 b4 Bb8 a4 Qc7 Re2 Rf6 Ng5 Rg6 h4 h6 Nh3 Ndf6 Nf4 Rg4 Nxe6 Qd6 Nc5 Rxh4 f3 Ng3 Re6 Rh1+ Kf2 Rxf1+ Bxf1 Qc7 Bd2 b6 Nd3 Nge4+ fxe4 Nxe4+ Rxe4 Qg3+ Ke2 fxe4 Nf4 Rf8 Re1 Bxf4 Bxf4 Rxf4 Kd1 Rf2 Qb3 h5 b5 cxb5 Qxd5+ Kh7 Rxe4 Rxf1+ Kc2 Qf2+ Kb3 Rb1+ Ka3 Qb2#,,"Petrov's Defense: Classical Attack, Marshall Variation",C42,Mouseslippin_Jimmy,mouseslippin_jimmy,1903,Paralyzer000,paralyzer000,1919,2025-11-04 18:34:39.749,2025-11-04 18:40:52.091
vGUExTKx,True,standard,blitz,blitz,1762281042535,1762281261022,resign,black,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Bc4 Nf6 Nf3 g6 O-O Bg7 Qe2 O-O Rd1 Qb6 Be3 Qa5 a3 d6 b4 Qc7 Rac1 Qb8 Bf4 Nh5 Bg5 h6 Bh4 Bg4 Qe3 Bxf3 gxf3 a6 Kh1 Ne5 Bb3 Nf6 Rg1 Kh7 h3 b5 f4 Nc4 Bxc4 bxc4 e5 Qb7+ Kh2 dxe5 fxe5 Nh5,,Sicilian Defense: Smith-Morra Gambit Accepted,B21,Gambit37133,gambit37133,1806,Mouseslippin_Jimmy,mouseslippin_jimmy,1887,2025-11-04 18:30:42.535,2025-11-04 18:34:21.022
Mv2sLRlN,True,standard,blitz,blitz,1762242851531,1762243217139,outoftime,black,d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O c5 cxd5 exd5 dxc5 Bxc5 Bg5 Nbd7 Nc3 Nb6 Na4 Be7 Nxb6 axb6 Qd4 Be6 Rfd1 b5 Ne5 Ra4 Qd3 Qb8 Bf4 Qa7 Qxb5 Rxa2 Rxa2 Qxa2 Qxb7 Bd6 Nd3 Rb8 Qxb8+ Bxb8 Bxb8 h6 Be5 Ne4 Rc1 f6 Bd4 Qa4 e3 Bf5 Nc5 Qe8 h3 Qb5 Nxe4 dxe4 Bf1 Qd7 Bc4+ Kh7 Bf1 Bxh3 Be2 Qf5 Rc5 Qd7 Kh2 Be6 Bb5 Qf7 Be2 Qg6 Kg2 f5 Rc6 Qf7 b4 Qd7 b5 h5,,Catalan Opening: Closed,E06,Mouseslippin_Jimmy,mouseslippin_jimmy,1906,StephenJalandoniPhi,stephenjalandoniphi,1948,2025-11-04 07:54:11.531,2025-11-04 08:00:17.139
FwzOzXws,True,standard,blitz,blitz,1762203042689,1762203412359,outoftime,black,e4 c5 Nf3 d6 c3 Nc6 d4 cxd4 cxd4 d5 e5 Bg4 Be2 e6 h3 Bxf3 Bxf3 Qb6 Be3 Qxb2 Nd2 Nxd4 O-O Nxf3+ Qxf3 b6 Rfb1 Qxe5 Bf4 Qf6 Qg3 Nh6 Re1 Be7 Rad1 O-O Re5 Nf5 Qf3 Bc5 Rde1 Rac8 Nb3 Rfd8 Nxc5 Rxc5 Qg4 Rdc8 Bg5 Qg6 h4 Nd6 h5 Qd3 h6 g6 Qf4 Ne8 Be7 Rc4 Qg5 Rc2 R5e3 Qd2 Rf1 Rc1 Qe5 Rxf1+ Kxf1 Rc1+ Re1 Qxe1+ Qxe1 Rxe1+ Kxe1 f6 Kd2 Kf7 Bb4 Nc7 a4 a6 Kc3 b5 axb5 Nxb5+ Kd3 e5 Bc5 Ke6 g3 f5 f4 e4+ Ke3 Kd7 Bd4 Nxd4 Kxd4 Kd6 Kc3 Kc5 Kb3 Kd4,,"Sicilian Defense: Delayed Alapin Variation, with d6",B50,DrGranud0,drgranud0,1853,Mouseslippin_Jimmy,mouseslippin_jimmy,1885,2025-11-03 20:50:42.689,2025-11-03 20:56:52.359
QUnvg4qD,True,standard,blitz,blitz,1762202673925,1762202963094,resign,white,d4 c6 c4 g6 Nf3 Bg7 Nc3 d6 e4 Nd7 Bg5 h6 Be3 Ngf6 Bd3 a6 O-O b5 Nd2 Nb6 f4 Ng4 Qf3 Nxe3 Qxe3 bxc4 Nxc4 Rb8 Kh1 O-O f5 Nxc4 Bxc4 d5 Bd3 c5 e5 cxd4 Qxd4 Qb6 Qxb6 Rxb6 Nxd5 Rxb2 fxg6 Bb7 Nxe7+ Kh8 Bc4 Rxg2 Bd5 Bxd5 Nxd5 Rd2 Ne7 Bxe5 Rae1 f6 Rxe5 Re8 Rxf6,,Queen's Pawn Game,A40,Mouseslippin_Jimmy,mouseslippin_jimmy,1864,taccoenjm,taccoenjm,1810,2025-11-03 20:44:33.925,2025-11-03 20:49:23.094
mfCoq0Lj,True,standard,blitz,blitz,1761948020481,1761948366698,outoftime,black,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nb6 Nc3 g6 Be2 Bg7 Nf3 O-O O-O e6 Bg5 f6 Be3 Bd7 Qb3 Kh8 Rfd1 c6 Rac1 Na6 Rd2 Rc8 Rcd1 Qe7 Qc2 Nc7 a3 h5 Nh4 Be8 f4 f5 Nf3 Bf7 Ne5 Bxe5 dxe5 Rcd8 Bxb6 axb6 Na4 fxe4 Qxe4 Rxd2 Rxd2 Nd5 Nc3 Rd8 Nxd5 Rxd5 Rd3 Qc5+ Kf1 Rxd3 Bxd3 Qc1+ Kf2 Qxb2+ Kg3 Qxa3 Kh4 Qe7+ Kg3 b5 Bc2 Kg7 Qd3 b4 Bb3 c5 f5 exf5 e6 Bxe6 Bd1 Qd7 Kh4 Qxd3,,Queen's Gambit Declined: Marshall Defense,D06,Mouseslippin_Jimmy,mouseslippin_jimmy,1890,Pekoconk3,pekoconk3,1886,2025-10-31 22:00:20.481,2025-10-31 22:06:06.698
WcP4m1XN,True,standard,blitz,blitz,1752472680869,1752473001981,resign,black,e4 c5 Nf3 d6 c3 Nf6 Be2 Nc6 Qc2 g6 a3 Bg7 d4 cxd4 cxd4 O-O h3 Bd7 O-O Rc8 Qd3 a6 Nc3 b5 e5 Ne8 exd6 Nxd6 Bg5 Bf5 Qd2 Qc7 Bf4 Qb7 Rac1 Na5 Bd1 Rfd8 Bxd6 Rxd6 Bc2 Nc4 Qe3 Nxe3 fxe3 Bxc2 Rxc2 b4 axb4 Qxb4 Rfc1 Rdc6 Na2 Qb7 Rxc6 Rxc6 Rb1 Rc2 Kh2 e5 Rf1 exd4 exd4 Bxd4 Nc1 Be5+ Kh1 Rxb2 Nd3 Rb1 Rxb1 Qxb1+ Ng1 Bd4 Kh2 Bxg1+ Kg3 Qxd3+ Kg4,,"Sicilian Defense: Delayed Alapin Variation, with d6",B50,DeChok,dechok,1865,Mouseslippin_Jimmy,mouseslippin_jimmy,1879,2025-07-14 05:58:00.869,2025-07-14 06:03:21.981
8xVzlqIG,True,standard,blitz,blitz,1752391117534,1752391453574,outoftime,black,d4 d5 c4 e6 Nc3 dxc4 e4 Be7 Bxc4 Nf6 Nf3 a6 Bd3 b5 a3 Bb7 h4 c6 Bd2 Nbd7 Rc1 Nb6 Rc2 h6 Bc1 Ng4 Nd2 Nf6 Nf3 Nc4 Qe2 Nb6 Ne5 Rc8 Be3 Nbd7 Nf3 Nb8 O-O O-O b4 Ng4 Ne5 Nxe5 dxe5 Bxh4 Rd1 Bg5 f4 Be7 Bxb5 Qc7 Bc4 Nd7 Qg4 Nb6 Bb3 Rfd8 Rcd2 Rxd2 Rxd2 Rd8 Qg3 Rxd2 Bxd2 Qd7 Qe3 Na8 Na4 Nc7 Nb6 Qe8 Qd3 Na8 Nc4 Nc7 Nd6 Bxd6 exd6 Nb5 d7 Qd8 a4 Nc7 f5 exf5 exf5 Kf8 Qd6+ Kg8 f6 gxf6 Bxh6 Ne6 Qg3+ Kh7 Bxe6 Qb6+ Kh2 Kxh6 Bf5 Qxb4 Qh3+ Kg5 d8=Q Qh4 Qd2+ Qf4+ Qg3+ Kxf5 Qdxf4+ Ke6 Qge3+ Kd5 Qd3+ Ke6 Qfc4+ Ke5 Qf3 Kd6 Qd4+ Kc7 Qff4+ Kc8 Qdxf6 Kd7 Q4f5+ Kc7 Qxf7+ Kb6,,Queen's Gambit Declined: Queen's Knight Variation,D31,Mouseslippin_Jimmy,mouseslippin_jimmy,1891,TrustTm,trusttm,1893,2025-07-13 07:18:37.534,2025-07-13 07:24:13.574
kqAaZrvG,True,standard,blitz,blitz,1751269210900,1751269459274,outoftime,white,e4 c5 Nc3 Nc6 Nf3 g6 Bb5 Nd4 Bc4 Bg7 Nxd4 Bxd4 Ne2 Bg7 O-O e6 d3 Ne7 Rb1 Rb8 a3 b5 Ba2 O-O Be3 Qc7 Nc3 b4 axb4 cxb4 Na4 Bb7 Bb3 d5 exd5 Nxd5 Bxd5 Bxd5 b3 Rfc8 Rc1 Rb5 Qe2 Qb7 f3 Bc6 Rb1 Re5 Qf2 a5 Bd4 Rd5 Bxg7 Kxg7 Nb2 Bb5 Nc4 a4 bxa4 Bxa4 Rb2 b3 Rfb1 Rb5 Nd6 Qb6 Qxb6 Rxb6 Nxc8,,"Sicilian Defense: Closed, Traditional",B23,mohsenmusic1,mohsenmusic1,1851,Mouseslippin_Jimmy,mouseslippin_jimmy,1903,2025-06-30 07:40:10.900,2025-06-30 07:44:19.274
YT9Fw9bB,True,standard,blitz,blitz,1751269082995,1751269201669,resign,white,d4 e5 dxe5 Nc6 Nf3 Qe7 e4 Nxe5 Nc3 Nxf3+ Qxf3 Nf6 Bg5 c6 O-O-O Qe6 Kb1 d6 Bf4 Be7 h3 O-O g4 h6 g5 hxg5 Bxg5 Nxe4 Nxe4 d5 Bxe7 dxe4 Qa3 Re8 Bg5 f6 Be3 a6 b3 Bd7 Bc4,,Englund Gambit: Main Line,A40,Mouseslippin_Jimmy,mouseslippin_jimmy,1893,mohsenmusic1,mohsenmusic1,1857,2025-06-30 07:38:02.995,2025-06-30 07:40:01.669
KiDNMA7o,True,standard,blitz,blitz,1751268907623,1751269079391,resign,black,e4 c5 Nc3 Nc6 Nf3 g6 Bb5 Nd4 Bc4 Bg7 d3 e6 O-O Ne7 Nxd4 Bxd4 Be3 Nc6 Bb5 Bxe3 fxe3 Qb6 Bxc6 Qxc6 Qf3 O-O Qf6 d5 exd5 exd5 Nxd5 Qxd5 e4 Qd4+ Qxd4 cxd4 Rf6 Be6 Raf1 Rac8 R1f2 Bxa2 b3 Bb1 Rd6 Rfd8 Rdf6 Rd7 c4 dxc3 Rf1 c2 Rc1 Rxd3,,"Sicilian Defense: Closed, Traditional",B23,mohsenmusic1,mohsenmusic1,1862,Mouseslippin_Jimmy,mouseslippin_jimmy,1882,2025-06-30 07:35:07.623,2025-06-30 07:37:59.391
dxEoDCFM,True,standard,bullet,bullet,1749856342714,1749856412667,mate,white,d4 d5 c4 Nf6 Nc3 dxc4 e4 Bf5 exf5 e6 fxe6 fxe6 Nf3 Nc6 Bxc4 Bb4 O-O Qe7 Re1 O-O-O Rxe6 Qf8 Qb3 Kb8 a3 Bxc3 bxc3 Na5 Qb4 Nxc4 Qxc4 Nd5 Ne5 Qf5 Bd2 Qxe6 Qb3 b6 c4 Nf6 Bc3 Ka8 d5 Qf5 Nc6 Rdf8 Qa4 a5 Qb5 Ne4 Qa6#,,Queen's Gambit Declined: Marshall Defense,D06,Mouseslippin_Jimmy,mouseslippin_jimmy,2101,Atriofort,atriofort,2106,2025-06-13 23:12:22.714,2025-06-13 23:13:32.667
e2eBkpzR,True,standard,blitz,blitz,1749278693033,1749279034000,outoftime,black,d4 d5 c4 dxc4 e4 e6 Nc3 Nf6 Bxc4 Bd7 Bd3 Bb4 Nf3 Nc6 a3 Bxc3+ bxc3 O-O e5 Nd5 Bxh7+ Kxh7 Ng5+ Kg6 Qd3+ f5 exf6+ Kxf6 Nh7+ Kf7 Nxf8 Qxf8 O-O Kg8 f4 Qf5 Qxf5 exf5 Bd2 Re8 Rae1 Rxe1 Rxe1 Kf7 Kf2 g6 Kf3 Be6 Rb1 b6 a4 Na5 h3 Nc4 Be1 Nde3 Rb5 Bd5+ Ke2 c6 Rb1 Nxg2 Bg3 Be4 Rg1 Nb2 a5 bxa5 Ra1 a4 Ra2 Nc4 Rxa4 Nce3 Rxa7+ Kf6 Ra4 g5 fxg5+ Kxg5 c4 f4 Bf2 Nc2 d5 f3+ Kf1 cxd5 Ra5 Bd3+ Kg1 Bxc4 h4+ Kf4 h5 Bd3,,Queen's Gambit Accepted: Saduleto Variation,D20,Mouseslippin_Jimmy,mouseslippin_jimmy,1891,Yona64Mariel,yona64mariel,1876,2025-06-07 06:44:53.033,2025-06-07 06:50:34.000
n1C6xqcw,True,standard,blitz,blitz,1749278393313,1749278685187,mate,white,e4 c5 c3 d5 e5 Nc6 d4 Bf5 Bb5 Qb6 a4 a6 Bd3 Bxd3 Qxd3 e6 Nf3 Nge7 O-O Ng6 h4 cxd4 cxd4 Nb4 Qb3 Qc7 Nc3 Nd3 Nxd5 exd5 Qxd3 Ne7 Bf4 Qb6 Rab1 Nc6 Rfe1 Be7 e6 f6 g4 O-O g5 fxg5 Bxg5 Rae8 Bxe7 Rxe7 Ng5 h6 Qh7#,,Sicilian Defense: Alapin Variation,B22,ChrisPBrough,chrispbrough,1877,Mouseslippin_Jimmy,mouseslippin_jimmy,1899,2025-06-07 06:39:53.313,2025-06-07 06:44:45.187
eAsKMIk9,True,standard,blitz,blitz,1749188925449,1749189284148,outoftime,black,d4 e5 dxe5 Nc6 Nf3 Qe7 e4 Nxe5 Nc3 Nf6 Bg5 Nxf3+ Qxf3 Qe5 Bf4 Qa5 Bd2 Bb4 Bc4 d6 O-O h6 Rfe1 O-O Rad1 Bg4 Qg3 Bxd1 Bxh6 Nh5 Qd3 gxh6 Qxd1 Bxc3 bxc3 Qxc3 Qe2 Nf4 Qg4+ Kh8 Re3 Qa1+ Bf1 Qe5 g3 Ng6 Rd3 Qe6 Qh5 Qxe4 Qxh6+ Kg8 h4 Ne5 Qg5+ Qg6 Qf4 Nxd3 Bxd3 Qg7 h5 f5 Bc4+ Kh8 h6 Qf6 Qf3 c6 Qh5 d5 Bd3 Rae8 Kg2 Re5 f4 Re7 a4 Rh7 g4 fxg4 Bxh7 Kxh7 Qxg4 Qxh6,,Englund Gambit: Main Line,A40,Mouseslippin_Jimmy,mouseslippin_jimmy,1907,ADARSH_KING_CRUSHER,adarsh_king_crusher,1925,2025-06-06 05:48:45.449,2025-06-06 05:54:44.148
lCzFffzz,True,standard,blitz,blitz,1749077695531,1749078080391,outoftime,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 Bd3 Nbd7 O-O Qc7 Re1 b5 a3 Bb7 h3 Be7 Rc1 O-O Qd2 Rfd8 Red1 Rac8 Qe3 Nb6 Qg3 Qc5 Be3 Qc7 Bh6 Ne8 f4 Bf6 e5 dxe5 Nf3 Qc5+ Kh1 exf4 Bxf4 Qh5 Ne4 Be7 Be3 Nc4 Bxc4 Rxd1+ Rxd1 Rxc4 Ned2 Rxc2 Nf1 h6 Qg4 Bxf3 Qxf3 Qg6 Ng3 Bd6 Ne4 Be7 Bf4 Nf6 Ng3 Nd5 Rc1 Rxc1+ Bxc1 Bh4 Bf4 Nxf4 Qxf4 Qxg3 Qb8+ Kh7 Qxg3 Bxg3 Kg1 Be5 Kf1 Bxb2 Ke2 Bxa3 Kd3 Bd6 Ke4 b4 Kd3 b3 Kc3 a5 Kb2 a4 Ka1 Be7 Kb1 g6 Kb2 h5 Kc3 g5 Kd3 Kg6 Ke3 Kf5 Kd3 g4 Kc3 gxh3 gxh3 Kf4 Kc4 Kg3 Kb5 Kxh3,,Sicilian Defense: Najdorf Variation,B95,Harka01,harka01,1913,Mouseslippin_Jimmy,mouseslippin_jimmy,1899,2025-06-04 22:54:55.531,2025-06-04 23:01:20.391
GPPvi2a6,True,standard,blitz,blitz,1749077522945,1749077685055,resign,white,d4 d5 c4 e6 Nc3 Nf6 cxd5 Nxd5 e4 Nxc3 bxc3 Be7 Bd3 O-O h4 c5 Nf3 cxd4 cxd4 Bb4+ Kf1 Nc6 e5 g6 h5 Nxd4 Bg5 Qd7 Bf6 Nxf3 Qxf3 Be7 Rd1 Qd4 Be4 Qc4+ Kg1 Bxf6 exf6 e5 Qe3 Qe6 hxg6 fxg6 Bd5,,Queen's Gambit Declined: Exchange Variation,D35,Mouseslippin_Jimmy,mouseslippin_jimmy,1891,Dragon_77Ubaldo,dragon_77ubaldo,1876,2025-06-04 22:52:02.945,2025-06-04 22:54:45.055
ysgzu1Hh,True,standard,blitz,blitz,1749077259282,1749077514503,mate,white,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 a4 e5 Nde2 Be6 Be3 Be7 Qd2 Nbd7 Ng3 g6 O-O-O O-O h4 Rb8 h5 b5 axb5 axb5 hxg6 hxg6 Bh6 Re8 Bg7 Nh5 Qh6 Bg5+ Qxg5 Qxg5+ Kb1 Nxg7 Rxd6 b4 Nd5 Bxd5 Rxd5 Nb6 Rd3 Ne6 Ne2 Nf4 Nxf4 Qxf4 Rdh3 Kg7 b3 Red8 Bd3 Nd7 Bc4 Nc5 Rh7+ Kf6 Rxf7+ Kg5 Rxf4 Kxf4 Rh6 Nxe4 Rxg6 Nd2+ Kb2 Nxc4+ bxc4 Rdc8 Kb3 Ke4 Rg4+ Kf5 Rg7 e4 Rh7 Ke5 Rh5+ Kd4 Rd5#,,Sicilian Defense: Najdorf Variation,B90,Gracia1999,gracia1999,1836,Mouseslippin_Jimmy,mouseslippin_jimmy,1901,2025-06-04 22:47:39.282,2025-06-04 22:51:54.503
7lPfQfSm,True,standard,blitz,blitz,1749077022339,1749077150207,timeout,white,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nf6 Bg5 a6 Nc3 e6 O-O-O Nc6 Qd2 h6 Bf4 e5 Bg3 Be6 Kb1 b5 Bh4 Be7 Bxf6 gxf6 Nd5 Bxd5 Qxd5 Qb6 Rd2 f5 Bd3 f4 g3,,Sicilian Defense: Chekhover Variation,B53,Rodez,rodez,1965,Mouseslippin_Jimmy,mouseslippin_jimmy,1908,2025-06-04 22:43:42.339,2025-06-04 22:45:50.207
Pwut6C5g,True,standard,blitz,blitz,1749076858255,1749077010051,resign,white,d4 Nf6 c4 e6 g3 b6 Bg2 d5 cxd5 exd5 Nc3 c6 Nf3 Bd6 O-O O-O Re1 Re8 Qc2 h6 Bd2 Ba6 e4 Nxe4 Nxe4 dxe4 Rxe4 Rxe4 Qxe4 Bb7 Re1 Nd7 Ne5 Nf6 Qf3 Rb8 Qc3 Nd5 Qb3 Bc8 Nxc6,,Catalan Opening,E00,Mouseslippin_Jimmy,mouseslippin_jimmy,1897,HonCar,honcar,1981,2025-06-04 22:40:58.255,2025-06-04 22:43:30.051
MejDry9A,True,standard,blitz,blitz,1749076516628,1749076852410,outoftime,,d4 e6 c4 d5 cxd5 exd5 Nc3 Nf6 Bg5 Be7 e3 c6 Bd3 Bg4 Qc2 Nbd7 f3 Bh5 Nge2 Bg6 e4 dxe4 fxe4 Ng4 Bxe7 Qxe7 Qd2 O-O-O O-O Qh4 h3 Ngf6 Rf4 Qh6 Raf1 Rhe8 Qc2 Nh5 R4f3 f5 exf5 Bf7 Nb5 Bd5 R3f2 Ndf6 Nxa7+ Kb8 Qa4 Qe3 Nxc6+ Bxc6 Qc2 Ng3 Nxg3 Qxg3 Rf3 Bxf3 Rxf3 Re1+ Rf1 Qe3+ Kh2 Rxf1 Bxf1 Qxd4 Be2 Qe5+ Kg1 Ne4 Bf3 Qd4+ Kh2 Qe5+ Kg1 Nd6 Qb3 Qe3+ Kh2 Qxb3 axb3 Nxf5 Bg4 g6 Bf3 Rd2 Kg1 Rxb2 g4 Nh4 Bd5 Rd2 Bc4 Nf3+ Kf1 Nd4 Bd5 Rd3 Be4 Rxb3 Bd5 Rxh3 Kg2 Rc3 Be6 Nc6 Bd5 Rd3 Bf3 Rxf3 Kxf3 Kc7 g5 Kd6 Ke3 b5 Kd3 Kc5 Kc3 b4+ Kb3 Kd4 Kb2 Ke5 Kc2 Ke6 Kb2 Kf5 Kb3 Kxg5 Kc4 h6 Kc5 h5 Kxc6 h4 Kc5 h3 Kxb4,,"Queen's Gambit Declined: Exchange Variation, Positional Variation",D35,Mouseslippin_Jimmy,mouseslippin_jimmy,1896,Ahmed_apohassanein,ahmed_apohassanein,1922,2025-06-04 22:35:16.628,2025-06-04 22:40:52.410
L5hUmD2K,True,standard,blitz,blitz,1748413570331,1748413666608,resign,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 Ng4 Bf4 e5 h3 Nf6 Bg5 exd4 Qxd4 Nc6 Qa4 Bd7 Qb3 Na5 Qb4 d5 Qd4 Nc6 Qd1 d4 Ne2 Qa5+ c3 Qxg5,,"Sicilian Defense: Najdorf Variation, English Attack, Anti-English",B90,efph,efph,1853,Mouseslippin_Jimmy,mouseslippin_jimmy,1889,2025-05-28 06:26:10.331,2025-05-28 06:27:46.608
LPuEQtoj,True,standard,blitz,blitz,1746766839139,1746767139289,outoftime,black,d4 g6 c4 Bg7 Nc3 e6 e4 Ne7 g4 O-O g5 c5 Be3 cxd4 Bxd4 e5 Be3 d6 Qd2 Nbc6 Nf3 Bg4 Bg2 Bxf3 Bxf3 Qc7 Rc1 f5 gxf6 Rxf6 Bg2 Rd8 Nd5 Nxd5 cxd5 Qd7 dxc6 bxc6 Bg5 Qg4 Bxf6 Qxg2 Bxd8 Qxh1+ Ke2 Qxe4+ Qe3 Qg4+ Kf1 c5 Qg5 Qh3+ Kg1 Bh6 Qe7 Bxc1 Qe8+ Kg7 Qe7+ Kh6 Qf8+ Kh5 Qf7 Qg4+ Kf1 h6 f3 Qc4+ Kg2 Qxf7,,Queen's Pawn Game: Modern Defense,A40,Mouseslippin_Jimmy,mouseslippin_jimmy,1894,amitgaur15,amitgaur15,1884,2025-05-09 05:00:39.139,2025-05-09 05:05:39.289
Tu4WobOM,True,standard,blitz,blitz,1746766655039,1746766828350,resign,black,d4 d5 c4 e6 Nc3 f5 cxd5 exd5 Nf3 c6 Bf4 Bd6 Qd2 Nf6 Bg5 Nbd7 g3 Qc7 Bg2 Ne4 Nxe4 fxe4 Ng1 O-O Nh3 a5 Bf4 Nf6 Bxd6 Qxd6 Nf4 Ng4 h3 Nf6 e3 b6 a3 Ba6 b4 Bc4 Ne2 axb4 O-O bxa3 Rfb1 b5 Rb4 Bxe2,,Queen's Gambit Declined: Queen's Knight Variation,D31,Mouseslippin_Jimmy,mouseslippin_jimmy,1901,MaheeVK,maheevk,1844,2025-05-09 04:57:35.039,2025-05-09 05:00:28.350
